type,weight,dataset,source,target,key
family_relationship,0.8299798,MC1,5a52675e-1243-4244-ad55-85a06c4408de,89772543,0
membership,0.897144,MC1,5a52675e-1243-4244-ad55-85a06c4408de,png xi  Line,0
membership,0.8290397,MC1,Stephanie Hinton,Faroe Islands Shrimp Shark,0
membership,0.8064336,MC1,Stephanie Hinton,979893388,0
family_relationship,0.8640188,MC1,70873,Estrella de Mar Ltd. Liability Co,0
family_relationship,0.9187943,MC1,70873,Ship2Report,0
family_relationship,0.87069106,MC1,Estrella de Mar Ltd. Liability Co,14bda3bb-9993-4265-97cc-1747808c144e,0
family_relationship,0.94695634,MC1,Estrella de Mar Ltd. Liability Co,Ship2Report,0
family_relationship,0.8408328,MC1,90562,Estrella de Mar Ltd. Liability Co,0
family_relationship,0.902265,MC1,90562,Ship2Report,0
partnership,0.9170426,MC1,90562,387674,0
ownership,0.853189,MC1,90562,27078926,0
membership,0.8235451,MC1,90562,Faroe Islands Shrimp Shark,0
membership,0.8779259,MC1,90562,Ancla Azul Company Solutions,0
membership,0.81771046,MC1,90562,Mar del Oeste Pic,0
family_relationship,0.9018808,MC1,b28d568f-09b4-41bd-b04d-4cf255f1adc6,Estrella de Mar Ltd. Liability Co,0
family_relationship,0.8536794,MC1,b28d568f-09b4-41bd-b04d-4cf255f1adc6,14bda3bb-9993-4265-97cc-1747808c144e,0
family_relationship,0.93957037,MC1,b28d568f-09b4-41bd-b04d-4cf255f1adc6,Ship2Report,0
partnership,0.9339756,MC1,b28d568f-09b4-41bd-b04d-4cf255f1adc6,Alan Pacheco,0
membership,0.81359833,MC1,b28d568f-09b4-41bd-b04d-4cf255f1adc6,8153f5cb-e1f7-49bb-91bb-24b3a296a40a,0
ownership,0.93138134,MC1,47562016,665,0
ownership,0.8409182,MC1,47562016,589,0
ownership,0.9294618,MC1,47562016,Ht Shipping,0
ownership,0.96270365,MC1,47562016,Selena Building,0
ownership,0.94379646,MC1,47562016,87940,0
partnership,0.8584748,MC1,47562016,Platts Oilgram,0
partnership,0.8367175,MC1,47562016,Sergio Ross,0
partnership,0.8592001,MC1,47562016,Daniel Middleton,0
partnership,0.8620751,MC1,47562016,Plattsâ,0
partnership,0.86265534,MC1,47562016,Patricia Hunter,0
partnership,0.9186074,MC1,47562016,Kerala Market Corp Consulting,0
ownership,0.8175155,MC1,5639000,Faroe Islands Shrimp Shark,0
family_relationship,0.87103105,MC1,5639000,Tamil Nadu S.p.A.,0
family_relationship,0.8122686,MC1,5639000,Playa de la Luna Ltd. Corporation,0
membership,0.9240216,MC1,5639000,James Hall,0
membership,0.9249264,MC1,5639000,Martin Bryant,0
ownership,0.81850123,MC1,5639000,Holly Taylor,0
family_relationship,0.804664,MC1,5372,April,0
membership,0.8670544,MC1,951093,Robert Edwards,0
ownership,0.90820557,MC1,951093,dbb07e32-a8f4-47d0-ae61-c2e9774e9284,0
family_relationship,0.9136897,MC1,86590543,Jonathan Smith,0
ownership,0.8766149,MC1,86590543,217fe70e-cc2d-4899-9127-e0a7da182699,0
membership,0.8240501,MC1,86590543,Amy Wilson,0
partnership,0.8735238,MC1,86590543,Angela Wright,0
ownership,0.83774465,MC1,86590543,43454,0
ownership,0.9001622,MC1,Jonathan Smith,217fe70e-cc2d-4899-9127-e0a7da182699,0
family_relationship,0.86499953,MC1,304,Tamil Nadu S.p.A.,0
partnership,0.80118775,MC1,304,Playa de la Luna Ltd. Corporation,0
membership,0.8253934,MC1,304,Costa del Mar Oyj Hijiki,0
family_relationship,0.86465615,MC1,672,Tamil Nadu S.p.A.,0
partnership,0.8182347,MC1,672,Playa de la Luna Ltd. Corporation,0
partnership,0.8923417,MC1,672,Jennifer Frederick,0
ownership,0.879126,MC1,672,900,0
membership,0.8447026,MC1,672,449820,0
membership,0.89985496,MC1,672,93252,0
membership,0.87399596,MC1,672,Sudd Swamp  Wave AS Freight ,0
membership,0.88771486,MC1,672,7023,0
membership,0.8420964,MC1,672,XUAR,0
ownership,0.7735,MC1,672,Okavango Delta Seaside Limited Liability Company Logistics,0
membership,0.8599659,MC1,672,979893388,0
family_relationship,0.8109889,MC1,02cd44a1-7945-40d9-b38f-56f70976582c,7950,0
membership,0.8074483,MC1,7950,44,0
ownership,0.8558362,MC1,7950,111795162,0
partnership,0.8727405,MC1,41,5495,0
membership,0.8486249,MC1,41,802113,0
membership,0.89809936,MC1,41,Heather Porter,0
membership,0.8736686,MC1,41,SeaSpray Wave SRL Solutions,0
ownership,0.9436754,MC1,1076f239-831c-4c53-9134-484c8f2d5c73,2125,0
membership,0.894506,MC1,1076f239-831c-4c53-9134-484c8f2d5c73,expect year,0
family_relationship,0.81404024,MC1,1076f239-831c-4c53-9134-484c8f2d5c73,Christopher Cunningham,0
family_relationship,0.87221825,MC1,1076f239-831c-4c53-9134-484c8f2d5c73,Faroe Islands Shrimp Shark,0
family_relationship,0.85471386,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,Amy Wilson,0
partnership,0.8024675,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,7691,0
membership,0.94444823,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,Keith Webb,0
membership,0.9519284,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,âaccelerate,0
membership,0.84447765,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,327979,0
membership,0.90575886,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,414,0
membership,0.9585894,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,28422,0
membership,0.90033215,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,43185,0
membership,0.940708,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,687028,0
membership,0.8461252,MC1,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,Ocean Fisheries Llc,0
family_relationship,0.8405804,MC1,59,Amy Wilson,0
partnership,0.9838309,MC1,59,143129355,0
ownership,0.0683,MC1,59,American,0
ownership,0.3388,MC1,59,Kerala Market Corp Consulting,0
ownership,0.0331,MC1,59,Ocean Trawlers,0
membership,0.81800723,MC1,46510923,pilot,0
membership,0.8554577,MC1,46510923,9699687,0
ownership,0.8987325,MC1,46510923,9820523,0
ownership,0.84700954,MC1,46510923,6391,0
family_relationship,0.84569854,MC1,46510923,Bryce Chavez,0
membership,0.88943136,MC1,46510923,7680453,0
membership,0.8879204,MC1,46510923,3127062,0
family_relationship,0.8544031,MC1,46510923,3190258,0
membership,0.82254434,MC1,pilot,9699687,0
ownership,0.94721556,MC1,Mar del Oeste Pic,31,0
ownership,0.90471464,MC1,Mar del Oeste Pic,4526320,0
partnership,0.88346577,MC1,Mar del Oeste Pic,69150209,0
partnership,0.9058603,MC1,Mar del Oeste Pic,95,0
ownership,0.8733912,MC1,Mar del Oeste Pic,âNoticesââ,0
partnership,0.86134624,MC1,Mar del Oeste Pic,255â273,0
family_relationship,0.8751236,MC1,Mar del Oeste Pic,165e0fe7-6725-4f4c-abc1-3ef485a939b0,0
family_relationship,0.87397677,MC1,Mar del Oeste Pic,165e0fe7-6725-4f4c-abc1-3ef485a939b0,1
ownership,0.80723625,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,0
partnership,0.8295747,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,1
family_relationship,0.8226809,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,2
ownership,0.9316536,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,3
ownership,0.81492865,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,4
membership,0.89940596,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,5
ownership,0.8783739,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,6
family_relationship,0.84383374,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,7
membership,0.80004823,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,8
ownership,0.85324246,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,9
ownership,0.86476946,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,10
family_relationship,0.8120923,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,11
ownership,0.90938544,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,12
family_relationship,0.8029226,MC1,Mar del Oeste Pic,Ocean Fisheries Llc,13
family_relationship,0.8931508,MC1,Mar del Oeste Pic,551,0
family_relationship,0.85829824,MC1,Mar del Oeste Pic,97453782,0
family_relationship,0.81756526,MC1,Mar del Oeste Pic,9a651d73-d88f-4f9c-9497-7321ef575c6f,0
partnership,0.82036656,MC1,Mar del Oeste Pic,760079,0
family_relationship,0.93658364,MC1,Mar del Oeste Pic,2198,0
ownership,0.8340528,MC1,Mar del Oeste Pic,Mark Weiss,0
membership,0.9489468,MC1,Mar del Oeste Pic,9488645,0
family_relationship,0.8641015,MC1,Mar del Oeste Pic,ce0d446c-d08d-49a8-8aa2-e625ead63d0c,0
ownership,0.89394957,MC1,Mar del Oeste Pic,Gary Scott,0
family_relationship,0.85616386,MC1,Mar del Oeste Pic,Fishing International,0
membership,0.9343155,MC1,Mar del Oeste Pic,ad8fe467-3759-4f53-bf6a-896a237d187f,0
membership,0.88231814,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,0
partnership,0.896761,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,1
ownership,0.82039213,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,2
membership,0.80510503,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,3
membership,0.85155565,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,4
ownership,0.8730867,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,5
partnership,0.85065174,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,6
family_relationship,0.804586,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,7
membership,0.9370046,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,8
ownership,0.91564244,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,9
partnership,0.8226771,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,10
partnership,0.8040129,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,11
ownership,0.8373503,MC1,Mar del Oeste Pic,SeaSpray Wave SRL Solutions,12
ownership,0.87497324,MC1,Mar del Oeste Pic,âcollaborativeâ,0
family_relationship,0.8000499,MC1,Mar del Oeste Pic,903311212,0
partnership,0.82323724,MC1,Mar del Oeste Pic,903311212,1
membership,0.8290507,MC1,Mar del Oeste Pic,903311212,2
family_relationship,0.8365035,MC1,Mar del Oeste Pic,903311212,3
membership,0.85893416,MC1,Mar del Oeste Pic,903311212,4
partnership,0.867724,MC1,Mar del Oeste Pic,903311212,5
partnership,0.8262119,MC1,Mar del Oeste Pic,903311212,6
ownership,0.9063428,MC1,Mar del Oeste Pic,903311212,7
ownership,0.804939,MC1,Mar del Oeste Pic,903311212,8
membership,0.93666303,MC1,Mar del Oeste Pic,903311212,9
ownership,0.9418166,MC1,Mar del Oeste Pic,903311212,10
ownership,0.846682,MC1,Mar del Oeste Pic,903311212,11
membership,0.80350846,MC1,Mar del Oeste Pic,903311212,12
partnership,0.8042166,MC1,Mar del Oeste Pic,903311212,13
membership,0.8150661,MC1,Mar del Oeste Pic,7cc6bfba-4893-444b-a641-a7d0b48fa427,0
ownership,0.8475681,MC1,Mar del Oeste Pic,489,0
membership,0.8051615,MC1,Mar del Oeste Pic,Ray Howard,0
ownership,0.9170752,MC1,Mar del Oeste Pic,7691,0
family_relationship,0.893075,MC1,Mar del Oeste Pic,833355,0
family_relationship,0.82327753,MC1,Mar del Oeste Pic,77b46bc7-7e31-41a0-973c-e633011d21b0,0
partnership,0.8803468,MC1,Mar del Oeste Pic,Amanda Mckenzie,0
membership,0.82409436,MC1,Mar del Oeste Pic,Amanda Mckenzie,1
ownership,0.82760316,MC1,Mar del Oeste Pic,Amanda Mckenzie,2
partnership,0.81891245,MC1,Mar del Oeste Pic,Amanda Mckenzie,3
membership,0.803374,MC1,Mar del Oeste Pic,Amanda Mckenzie,4
partnership,0.8145343,MC1,Mar del Oeste Pic,591787,0
partnership,0.8334051,MC1,Mar del Oeste Pic,png xi  Line,0
ownership,0.82749975,MC1,Mar del Oeste Pic,png xi  Line,1
ownership,0.80770695,MC1,Mar del Oeste Pic,png xi  Line,2
membership,0.83555627,MC1,Mar del Oeste Pic,png xi  Line,3
membership,0.89853716,MC1,Mar del Oeste Pic,png xi  Line,4
membership,0.86264116,MC1,Mar del Oeste Pic,png xi  Line,5
membership,0.84665227,MC1,Mar del Oeste Pic,png xi  Line,6
membership,0.8448461,MC1,Mar del Oeste Pic,png xi  Line,7
membership,0.82728875,MC1,Mar del Oeste Pic,png xi  Line,8
partnership,0.8475789,MC1,Mar del Oeste Pic,png xi  Line,9
family_relationship,0.82532555,MC1,Mar del Oeste Pic,Tammy Ryan,0
family_relationship,0.8230243,MC1,Mar del Oeste Pic,abc12,0
family_relationship,0.8891269,MC1,Mar del Oeste Pic,Linda Sherman,0
membership,0.91259015,MC1,Mar del Oeste Pic,Victoria Anderson,0
family_relationship,0.8398655,MC1,Mar del Oeste Pic,Playa del Cielo Kga,0
ownership,0.9199958,MC1,Mar del Oeste Pic,1214936,0
membership,0.88242775,MC1,Mar del Oeste Pic,Elijah Gordon,0
ownership,0.90220946,MC1,Mar del Oeste Pic,262157542,0
partnership,0.8147725,MC1,Mar del Oeste Pic,Brandy Williams,0
ownership,0.818439,MC1,Mar del Oeste Pic,Douglas Gillespie,0
membership,0.9320283,MC1,Mar del Oeste Pic,Danielle Camacho,0
membership,0.8733336,MC1,Mar del Oeste Pic,Sierra Smith,0
partnership,0.93762106,MC1,Mar del Oeste Pic,Carl Lopez,0
membership,0.8400831,MC1,Mar del Oeste Pic,23,0
family_relationship,0.8115634,MC1,Mar del Oeste Pic,5680682,0
membership,0.81208825,MC1,Mar del Oeste Pic,Seafood,0
membership,0.87985337,MC1,Mar del Oeste Pic,boatâs,0
ownership,0.8520155,MC1,Mar del Oeste Pic,41695239,0
family_relationship,0.8103437,MC1,Mar del Oeste Pic,Jeremy Norris,0
membership,0.8337101,MC1,Mar del Oeste Pic,Bruce Spears,0
membership,0.9389966,MC1,Mar del Oeste Pic,Joshua Hammond,0
membership,0.8181603,MC1,Mar del Oeste Pic,Amanda Gibson,0
family_relationship,0.89050585,MC1,Mar del Oeste Pic,watercraft,0
partnership,0.9175568,MC1,Mar del Oeste Pic,ordinary,0
membership,0.90953946,MC1,Mar del Oeste Pic,ordinary,1
membership,0.9186212,MC1,Mar del Oeste Pic,Rapido beam,0
membership,0.8190278,MC1,Mar del Oeste Pic,e916e286-85e5-4a43-b2ef-89ad5260ebdc,0
membership,0.8563945,MC1,Mar del Oeste Pic,Madeline Collins,0
membership,0.8384025,MC1,Mar del Oeste Pic,76609426,0
partnership,0.95465523,MC1,Mar del Oeste Pic,55394387,0
membership,0.81180906,MC1,Mar del Oeste Pic,950ce1a6-a178-4e3e-9316-91ab7ca88664,0
ownership,0.8059714,MC1,Mar del Oeste Pic,111795162,0
membership,0.80275637,MC1,Mar del Oeste Pic,637608,0
partnership,0.8109839,MC1,Mar del Oeste Pic,Mrs. Katrina Williams,0
membership,0.89732605,MC1,Mar del Oeste Pic,341411,0
membership,0.8315998,MC1,Mar del Oeste Pic,West Bengal S.A. de C.V.,0
partnership,0.8264622,MC1,Mar del Oeste Pic,West Bengal S.A. de C.V.,1
membership,0.8568431,MC1,Mar del Oeste Pic,979893388,0
ownership,0.81371176,MC1,Mar del Oeste Pic,979893388,1
family_relationship,0.8361138,MC1,Mar del Oeste Pic,979893388,2
membership,0.85297817,MC1,Mar del Oeste Pic,979893388,3
membership,0.8073796,MC1,Mar del Oeste Pic,979893388,4
family_relationship,0.8792329,MC1,Mar del Oeste Pic,krxd,0
ownership,0.8462145,MC1,Mar del Oeste Pic,James Berry,0
membership,0.8179598,MC1,Mar del Oeste Pic,Viento y Mar BV,0
membership,0.8536271,MC1,Mar del Oeste Pic,Hannah Brown,0
family_relationship,0.8792239,MC1,Mar del Oeste Pic,f21800ca-b3c9-404b-8438-3d75ea84c409,0
membership,0.89264756,MC1,Mar del Oeste Pic,Lauren Garner,0
partnership,0.8007946,MC1,Mar del Oeste Pic,913428,0
membership,0.9076619,MC1,Mar del Oeste Pic,George Vance,0
ownership,0.2641,MC1,Mar del Oeste Pic,40213337,0
ownership,0.8219221,MC1,Mar del Oeste Pic,e678510b-947d-455a-8eb0-44d1009682ec,0
ownership,0.8275977,MC1,Mar del Oeste Pic,d4947401-8ec7-48b9-a66f-45d983d59e0a,0
ownership,0.8242594,MC1,Mar del Oeste Pic,William James,0
membership,0.8532807,MC1,Mar del Oeste Pic,Samuel Cross,0
partnership,0.95845234,MC1,Mar del Oeste Pic,Tristan Johnson,0
membership,0.8570943,MC1,Mar del Oeste Pic,James Horton,0
ownership,0.8525566,MC1,Mar del Oeste Pic,288971672,0
partnership,0.86518526,MC1,Mar del Oeste Pic,Thomas Morales,0
partnership,0.87443656,MC1,Mar del Oeste Pic,432526990,0
membership,0.81550753,MC1,Mar del Oeste Pic,âHe,0
membership,0.8840127,MC1,Mar del Oeste Pic,d025bbec-393d-4f51-94b3-01b77280ef31,0
ownership,0.82060367,MC1,Mar del Oeste Pic,43223,0
membership,0.9510209,MC1,Mar del Oeste Pic,electric cars,0
partnership,0.8461633,MC1,Mar del Oeste Pic,Kimberly Palmer,0
membership,0.968351,MC1,Mar del Oeste Pic,John Conley,0
partnership,0.8357207,MC1,Mar del Oeste Pic,Karen Burns,0
partnership,0.83539224,MC1,Mar del Oeste Pic,54217974,0
membership,0.8015554,MC1,Mar del Oeste Pic,trucking,0
membership,0.80289227,MC1,Mar del Oeste Pic,Belgian Scallop Limited Liability Company Krill,0
membership,0.8637685,MC1,Mar del Oeste Pic,613281364,0
membership,0.803902,MC1,Mar del Oeste Pic,46319064,0
membership,0.81409085,MC1,Mar del Oeste Pic,Kristi Miller,0
membership,0.9557688,MC1,Mar del Oeste Pic,Hardwoodsâ,0
partnership,0.87102634,MC1,Mar del Oeste Pic,Rachel Arnold,0
ownership,0.87281287,MC1,Mar del Oeste Pic,Vanessa Avila,0
ownership,0.83500046,MC1,Mar del Oeste Pic,199442,0
membership,0.83517474,MC1,Mar del Oeste Pic,940161722,0
membership,0.80474246,MC1,Mar del Oeste Pic,19,0
membership,0.8415565,MC1,Mar del Oeste Pic,Robert Rodriguez,0
family_relationship,0.95049995,MC1,Mar del Oeste Pic,Andrew Harrison,0
ownership,0.88600755,MC1,Mar del Oeste Pic,47924922,0
membership,0.88258886,MC1,Mar del Oeste Pic,Cody Lewis,0
membership,0.88240725,MC1,Mar del Oeste Pic,Motor Vessel,0
membership,0.8453796,MC1,Mar del Oeste Pic,Temuâs,0
partnership,0.8564606,MC1,Mar del Oeste Pic,Traci Elliott,0
family_relationship,0.8198177,MC1,Mar del Oeste Pic,bc507d7c-29c9-4b0d-909e-52dd450a25d3,0
ownership,0.85657567,MC1,Mar del Oeste Pic,Today,0
partnership,0.8010948,MC1,Mar del Oeste Pic,037acfda-0d33-4ce8-8907-fe7da3e27dff,0
membership,0.8357276,MC1,Mar del Oeste Pic,scooter,0
partnership,0.8555451,MC1,Mar del Oeste Pic,Katrina Nguyen,0
partnership,0.90359193,MC1,Mar del Oeste Pic,Angela Orr,0
family_relationship,0.8115164,MC1,Mar del Oeste Pic,6107715,0
membership,0.8395591,MC1,Mar del Oeste Pic,301,0
membership,0.80872315,MC1,Mar del Oeste Pic,Nicholas King,0
family_relationship,0.8016396,MC1,Mar del Oeste Pic,79521144,0
membership,0.93571746,MC1,Mar del Oeste Pic,3506021,0
family_relationship,0.8039742,MC1,Mar del Oeste Pic,Maria Mitchell,0
family_relationship,0.877037,MC1,Mar del Oeste Pic,8609,0
membership,0.820785,MC1,Mar del Oeste Pic,f205ff1a-8798-48b7-b535-ad87b9756220,0
membership,0.9509635,MC1,Mar del Oeste Pic,64667049,0
family_relationship,0.85003537,MC1,Mar del Oeste Pic,DECEUNINCK,0
family_relationship,0.8324256,MC1,Mar del Oeste Pic,65,0
ownership,0.9036826,MC1,31,4526320,0
partnership,0.8828813,MC1,31,69150209,0
partnership,0.85295314,MC1,4526320,69150209,0
partnership,0.85089785,MC1,98748,50,0
partnership,0.8316703,MC1,98748,5495,0
partnership,0.80428714,MC1,98748,png xi  Line,0
partnership,0.83682364,MC1,50,5495,0
family_relationship,0.8326714,MC1,5495,April,0
membership,0.818965,MC1,5495,Michael Wright,0
membership,0.8345439,MC1,5495,341411,0
ownership,0.85818803,MC1,454,Zachary Sellers,0
ownership,0.87162983,MC1,454,59022,0
membership,0.82847625,MC1,454,71,0
family_relationship,0.8301484,MC1,454,Ocean Fisheries Llc,0
membership,0.8516917,MC1,454,Ocean Fisheries Llc,1
membership,0.9283871,MC1,83818120,Amanda Mckenzie,0
membership,0.908126,MC1,83818120,2262,0
partnership,0.915583,MC1,83818120,Anthony Gomez,0
membership,0.92576957,MC1,83818120,png xi  Line,0
partnership,0.8419156,MC1,Mr. Gregory Brown,Tshikwea Corp Marine sanctuary,0
partnership,0.81682295,MC1,Mr. Gregory Brown,water,0
partnership,0.8564479,MC1,Mr. Gregory Brown,SeaSpray Wave SRL Solutions,0
partnership,0.857494,MC1,8327,185106,0
ownership,0.8913318,MC1,8327,weeks,0
ownership,0.8248391,MC1,8327,40213337,0
ownership,0.90779465,MC1,8327,cutters,0
membership,0.81697214,MC1,8327,435054320,0
membership,0.88461506,MC1,8327,7505050,0
membership,0.817435,MC1,8327,âIllegal,0
membership,0.90622,MC1,8327,water,0
partnership,0.900931,MC1,8327,Calvin Salas,0
partnership,0.88733447,MC1,222848436,Amphibious Warships,0
ownership,0.8630292,MC1,222848436,945,0
ownership,0.9040477,MC1,222848436,IPOS0000DOP,0
partnership,0.91051435,MC1,Brian Weber,âŠ,0
ownership,0.88330185,MC1,weeks,40213337,0
membership,0.93294215,MC1,weeks,cutters,0
ownership,0.9426851,MC1,weeks,Sherry Richmond,0
ownership,0.96918786,MC1,weeks,ordinary,0
ownership,0.8992266,MC1,weeks,week,0
ownership,0.951483,MC1,weeks,Kari Zavala,0
ownership,0.94899046,MC1,weeks,91a2a8e6-f56f-4663-8be9-0bbfd5440489,0
ownership,0.94301057,MC1,weeks,40cfcd88-fceb-49bd-a71a-053aacddad42,0
ownership,0.9768589,MC1,weeks,cb537677-9d82-4d58-8066-899bdc51c4f1,0
partnership,0.87987256,MC1,weeks,months,0
partnership,0.91612226,MC1,weeks,14bda3bb-9993-4265-97cc-1747808c144e,0
partnership,0.92092115,MC1,weeks,Angel Burnett,0
partnership,0.91009593,MC1,weeks,Jose Smith,0
ownership,0.827933,MC1,weeks,Playa del Cielo Kga,0
membership,0.9127092,MC1,40213337,weeks,0
membership,0.9256729,MC1,40213337,cutters,0
membership,0.8750216,MC1,40213337,Tyler Brown,0
family_relationship,0.9692565,MC1,40213337,Teresa Rivera,0
partnership,0.8283572,MC1,40213337,cutter James,0
membership,0.93361527,MC1,40213337,Cutter,0
membership,0.9169807,MC1,40213337,88a1fe65-33d9-487a-a3ac-d4208f41b754,0
membership,0.8425488,MC1,40213337,Jenna Barton,0
family_relationship,0.86628413,MC1,40213337,b636c0f8-2ddf-42ad-9f9c-73bd48682561,0
membership,0.92125934,MC1,40213337,sailboat Freeport,0
family_relationship,0.83737653,MC1,40213337,Elaine Duncan,0
ownership,0.6129,MC1,40213337,58623386,0
ownership,0.1738,MC1,40213337,Sea Products,0
ownership,0.2037,MC1,40213337,941899076,0
ownership,0.3194,MC1,40213337,Sea Harvest,0
ownership,0.3565,MC1,40213337,196159,0
ownership,0.8556742,MC1,Coast,40213337,0
ownership,0.8234881,MC1,Coast,8327,0
ownership,0.9471367,MC1,Coast,weeks,0
ownership,0.8463294,MC1,Coast,435054320,0
ownership,0.952898,MC1,Coast,cutters,0
ownership,0.83152336,MC1,Coast,Cutter,0
membership,0.86516535,MC1,Coast,Tyler Brown,0
family_relationship,0.9702241,MC1,Coast,Teresa Rivera,0
partnership,0.8524496,MC1,Coast,cutter James,0
membership,0.8987551,MC1,Coast,860600018,0
membership,0.9366561,MC1,Coast,88a1fe65-33d9-487a-a3ac-d4208f41b754,0
membership,0.87688667,MC1,Coast,Jenna Barton,0
family_relationship,0.87333345,MC1,Coast,b636c0f8-2ddf-42ad-9f9c-73bd48682561,0
membership,0.9474759,MC1,Coast,sailboat Freeport,0
ownership,0.8182766,MC1,Coast,CraftâLaw,0
family_relationship,0.8232106,MC1,Coast,Ancla Azul Company Solutions,0
family_relationship,0.906656,MC1,Coast,Ryan Perez,0
family_relationship,0.927945,MC1,Coast,dd3f2822-2964-4d18-92c2-7a6db4b4a9e5,0
family_relationship,0.9470269,MC1,Coast,6567453,0
membership,0.8781948,MC1,7505050,435054320,0
membership,0.8272843,MC1,7505050,8327,0
membership,0.8651996,MC1,7505050,âIllegal,0
ownership,0.8119121,MC1,7505050,Conduct Joint,0
ownership,0.8149622,MC1,7505050,Leng 999 Gal,0
partnership,0.85882205,MC1,7505050,GalÃ,0
ownership,0.9390948,MC1,7505050,Kristin Jones,0
ownership,0.8312263,MC1,7505050,884648,0
membership,0.8757979,MC1,7505050,Spanish Shrimp  Carriers,0
membership,0.88049984,MC1,7505050,logo,0
family_relationship,0.8193557,MC1,7505050,Ms. Stephanie Rivera DDS,0
family_relationship,0.8635398,MC1,7505050,Dana Goodwin,0
ownership,0.8991648,MC1,7505050,Marie Lee,0
membership,0.85277563,MC1,7505050,HMS Montrose,0
membership,0.8684107,MC1,7505050,John Gonzalez,0
ownership,0.9627071,MC1,7505050,222079892,0
ownership,0.89050376,MC1,7505050,740111283,0
ownership,0.8180139,MC1,7505050,7657424,0
ownership,0.93064356,MC1,7505050,Ships,0
ownership,0.9553302,MC1,7505050,2919,0
ownership,0.89106464,MC1,7505050,Dana Montes,0
family_relationship,0.8623789,MC1,7505050,Playa del Cielo Kga,0
membership,0.82726306,MC1,7505050,Playa del Cielo Kga,1
membership,0.8657183,MC1,7505050,Ocean Fisheries Llc,0
membership,0.8916783,MC1,Today,8327,0
membership,0.83579534,MC1,Today,435054320,0
membership,0.89828897,MC1,Today,7505050,0
membership,0.8134633,MC1,Today,Playa del Cielo Kga,0
membership,0.8379857,MC1,June year,Playa del Cielo Kga,0
partnership,0.8995944,MC1,8787,218,0
membership,0.8447614,MC1,8787,7775,0
membership,0.81763786,MC1,8787,ocean,0
ownership,0.9154421,MC1,8787,Alan Wells,0
ownership,0.802634,MC1,8787,2262,0
membership,0.90471303,MC1,8787,Abigail Foster,0
family_relationship,0.8220089,MC1,8787,Oceanfront Oasis Inc Carriers,0
family_relationship,0.8638374,MC1,8787,1972868,0
partnership,0.93799055,MC1,8787,39995740,0
family_relationship,0.9333091,MC1,8787,Haryana s Co Transit,0
family_relationship,0.89724106,MC1,8787,f21800ca-b3c9-404b-8438-3d75ea84c409,0
partnership,0.9089399,MC1,8787,Manned,0
partnership,0.9219912,MC1,8787,Aerial,0
partnership,0.9008737,MC1,8787,34731154,0
membership,0.8023203,MC1,8787,Mar del Oeste Pic,0
ownership,0.89252436,MC1,218,22150,0
partnership,0.89425623,MC1,88149,95,0
membership,0.83346,MC1,88149,ede1806c-b3d1-47f5-ba49-d948d6ec385a,0
membership,0.90442675,MC1,88149,W Appliance,0
family_relationship,0.8038105,MC1,175,95,0
partnership,0.82289475,MC1,175,â¢,0
partnership,0.83396155,MC1,175,47679,0
membership,0.86359644,MC1,175,Today,0
partnership,0.8275543,MC1,Michael Nicholson,924,0
