type,dataset,country,id
location,MC1,,933c4581-7ecc-4377-995c-7a200fee617b
,MC1,,Â£9
person,MC1,Country_462996,Melinda Bentley
organization,MC1,,41713
organization,MC1,,900338
organization,MC1,,665912557
organization,MC1,,1341798
organization,MC1,,23299
person,MC1,Country_271835,Danielle Perry
person,MC1,Country_271835,Paula King
person,MC1,Country_271835,Laurie Mclaughlin
person,MC1,Country_271835,Melinda Williams
organization,MC1,,614
organization,MC1,,802775
organization,MC1,,5688339
event,MC1,,morningâs
person,MC1,Country_271835,Anna Thomas MD
person,MC1,Oceanus,Michele Black
organization,MC1,,3857345
person,MC1,Country_271835,Ms. Brittany Murray
person,MC1,Oceanus,Matthew White
,MC1,,Â£800
person,MC1,Country_699698,Tonya Key
person,MC1,Country_271835,Sara Waller
organization,MC1,,99233
person,MC1,Country_271835,Daniel Middleton
location,MC1,,813be272-d3de-43c9-90be-ab14231fcf17
event,MC1,,âSay
person,MC1,Country_271835,Stacey Ortiz
person,MC1,Oceanus,Scott Simpson
person,MC1,Country_271835,Loretta Harrington
organization,MC1,,203
organization,MC1,,99661834
organization,MC1,,9838
organization,MC1,,848165
organization,MC1,,612
organization,MC1,,379284134
organization,MC1,,55394387
vessel,MC1,,Boston
person,MC1,Oceanus,Matthew Pennington
vessel,MC1,,vesselâs
vessel,MC1,,waterâs
location,MC1,,950ce1a6-a178-4e3e-9316-91ab7ca88664
person,MC1,Country_271835,Hannah Brown
person,MC1,Country_271835,Bobby Walker
political_organization,MC1,,221942
location,MC1,,0d1c7ce3-7243-47c0-9280-a3262b52dc0f
location,MC1,,634ac4e7-12af-494f-95f5-cd853363525f
organization,MC1,,945632766
vessel,MC1,,HMS Montrose
organization,MC1,,80737369
vessel,MC1,,Montrose
organization,MC1,,112156579
organization,MC1,,64338295
organization,MC1,,81
organization,MC1,,73921
company,MC1,Country_271835,Khundu Ltd. Liability Co
organization,MC1,,327277616
organization,MC1,,637608
person,MC1,Country_271835,Benjamin Barton
organization,MC1,,5337
organization,MC1,,6980
location,MC1,,f85f009e-0fa0-403a-845e-64198883bf34
location,MC1,,4562fe84-0188-47fd-8e27-67380da0079c
person,MC1,Country_271835,Stephanie Brown
organization,MC1,,33118036
organization,MC1,,88813246
organization,MC1,,5383294
organization,MC1,,9238420
political_organization,MC1,,70109
vessel,MC1,,underwater
,MC1,,waterâ
person,MC1,Country_271835,Mrs. Katrina Williams
organization,MC1,,73166320
location,MC1,,dbb07e32-a8f4-47d0-ae61-c2e9774e9284
organization,MC1,,13249468
vessel,MC1,,Aine
person,MC1,Country_271835,Anthony Gomez
person,MC1,Country_271835,Debbie Kelley
organization,MC1,,77
person,MC1,Country_271835,Eric Hanson
person,MC1,Oceanus,Joshua Haynes
organization,MC1,,682313
political_organization,MC1,,300
person,MC1,Country_271835,Krystal Foster
person,MC1,Country_271835,Roger Smith
political_organization,MC1,,37992687
,MC1,,nationalfisherman
,MC1,,intrafish
organization,MC1,,303934
,MC1,,choicesmagazine
organization,MC1,,58877070
,MC1,,usa
,MC1,,oceana
person,MC1,Country_271835,Blake Smith
organization,MC1,,42990314
organization,MC1,,1338687
organization,MC1,,507684
,MC1,,ams.usda
organization,MC1,,1765605
,MC1,,âinitiallyâ
,MC1,,SIMPComplianceGuide
vessel,MC1,,Cutters
,MC1,,âpoachedâ
person,MC1,Country_271835,Stacy Castillo
organization,MC1,,34757443
person,MC1,Country_271835,Matthew Mack
person,MC1,Country_271835,David Wilson
location,MC1,,f205ff1a-8798-48b7-b535-ad87b9756220
location,MC1,,1a2ebb93-1c85-4f40-abb1-cff639788678
,MC1,,âAccept Allâ
,MC1,,krxd
person,MC1,Country_271835,Zachary Blackburn
vessel,MC1,,operated vehicle
person,MC1,Country_271835,James Berry
person,MC1,Country_271835,Robert Goodman
vessel,MC1,,Snow Crab
person,MC1,Country_271835,Mary Durham
person,MC1,Country_271835,Anna Kelly
person,MC1,Country_271835,Clifford Sherman
person,MC1,Country_271835,Carol Wade
organization,MC1,,1576352
political_organization,MC1,,59600
movement,MC1,,Greenwich
vessel,MC1,,HMS Medway
location,MC1,,1dfb2440-85dc-4f0c-914f-e18498e6cd1b
person,MC1,Country_271835,Makayla Anderson
location,MC1,,92a375a3-0c31-494e-9a56-eeabe3750d90
person,MC1,Country_271835,Kevin Moreno
organization,MC1,,34285153
vessel,MC1,,Talleyâs
person,MC1,Country_271835,Brittany Ryan
person,MC1,Islavaria,Dana Knapp
person,MC1,Country_271835,Jeanette Kim
organization,MC1,,95743666
organization,MC1,,86117
organization,MC1,,94361818
organization,MC1,,40974
company,MC1,Country_322527,Diao yu bi sai Tidal BV Export
person,MC1,Oceanus,Patricia Flores
organization,MC1,,74505
person,MC1,Country_271835,Joshua Roberts
person,MC1,Country_271835,Denise Moore
,MC1,,âseamountâ
person,MC1,Country_271835,Lisa Castaneda
person,MC1,Country_271835,Christina Abbott
organization,MC1,,4657860
political_organization,MC1,,519443204
organization,MC1,,3394552
organization,MC1,,618
person,MC1,Country_256617,Brittany Kane
,MC1,,Marsâ
location,MC1,,bd16ff21-2da0-4ad7-8aec-d04a28b61277
event,MC1,,past yearâs
vessel,MC1,,whales
person,MC1,Country_271835,Michelle Campbell
organization,MC1,,39995740
person,MC1,Country_271835,Lauren Garner
person,MC1,Rio Solovia,Zachary Mclean
person,MC1,Rio Solovia,Anthony Mendez
organization,MC1,,806
event,MC1,,Hubble
event,MC1,,event
,MC1,,Launch Loversâ
location,MC1,,cd2685a2-fce5-49ee-8ca7-b9faa081d190
,MC1,,LC
vessel,MC1,,Spaceflight
organization,MC1,,93
location,MC1,,e95a9547-3611-4e86-adbe-9aa55dbff21f
organization,MC1,,6107715
organization,MC1,,2610
vessel,MC1,,HawkEye
person,MC1,Country_271835,Jordan Mcbride
organization,MC1,,7575
location,MC1,,d5cbeea1-73ac-4d86-adeb-b609629b12bf
location,MC1,,416dab02-bf67-48af-a99b-c691339dc5e0
location,MC1,,25a765f4-b6d0-4588-9a7a-0798de847cfd
location,MC1,,0a715a76-de97-4cc3-80a3-4dcbfa740079
company,MC1,Country_271835,Madhya Pradesh Market Pic Transportation
vessel,MC1,,Manned
vessel,MC1,,Aerial
organization,MC1,,34731154
organization,MC1,,970786
person,MC1,Uzilandor,Christian Ashley
organization,MC1,,8967466
person,MC1,Orvietea,Benjamin Snyder
location,MC1,,b3de0895-285e-4ea8-99bb-ffdc763f7038
location,MC1,,a8330af0-375f-4fcb-9171-9628b26b1808
organization,MC1,,3308429
person,MC1,Country_271835,Adam Cook
person,MC1,Country_712875,Wendy Miller
vessel,MC1,,Abrams MIA2
location,MC1,,abb62f7c-234a-46d7-b3bb-8f7b4771618c
event,MC1,,Tank
person,MC1,Uzilandor,Kelly James
vessel,MC1,,MBTs
organization,MC1,,418382
organization,MC1,,16927047
organization,MC1,,6471708
organization,MC1,,520673
organization,MC1,,1252007
location,MC1,,6c348030-e9d4-4ddc-8ec8-30ac227c6a14
organization,MC1,,565431
person,MC1,Quandarix,Lisa Rocha
person,MC1,Country_996415,Danielle Sosa
person,MC1,Country_271835,James Carr
person,MC1,Country_271835,Daniel Burton
person,MC1,Country_271835,Jerry Miller
organization,MC1,,15758645
person,MC1,Country_271835,Dakota Flores
organization,MC1,,204
,MC1,,US Special Operations SOF
organization,MC1,,7490484
person,MC1,Country_271835,Kari Padilla
person,MC1,Country_198078,Angela Navarro
event,MC1,,âaccelerate
political_organization,MC1,,327979
political_organization,MC1,,414
political_organization,MC1,,28422
political_organization,MC1,,428949
political_organization,MC1,,838200939
,MC1,,âbossesâ
person,MC1,Country_271835,Levi Jones
person,MC1,Country_271835,Adriana Rhodes
person,MC1,Uzilandor,Kevin Moore
person,MC1,Country_271835,Debra Davis
person,MC1,Country_271835,Jennifer Washington
person,MC1,Country_271835,Peter Bush
organization,MC1,,61
organization,MC1,,908
organization,MC1,,2278
organization,MC1,,3731
person,MC1,Uzilandor,Sabrina Merritt
person,MC1,Country_57382,Justin Fowler
organization,MC1,,120
organization,MC1,,2422788
,MC1,,MCDP
location,MC1,,c97073d1-61a4-4a06-a189-8b4642a699e1
political_organization,MC1,,66
location,MC1,,65872b93-db53-4445-a72e-8f84b3d7edfc
event,MC1,,todayâs
organization,MC1,,268393514
organization,MC1,,55242
organization,MC1,,637
person,MC1,Country_271835,Maria Horton
person,MC1,Country_271835,Maurice Figueroa
vessel,MC1,,Ships
organization,MC1,,9697
organization,MC1,,620019
organization,MC1,,45361487
organization,MC1,,408603
vessel,MC1,,Vehicle Land
person,MC1,Country_271835,Heather King
person,MC1,Country_271835,Billy Robinson
person,MC1,Country_271835,Austin Miller
organization,MC1,,369
organization,MC1,,6204
location,MC1,,96c31987-d50d-4680-9397-2a9d0e3946e1
vessel,MC1,,sailboat Freeport
location,MC1,,c0ea9f29-9987-490f-bc96-d2a5718c1636
organization,MC1,,949
vessel,MC1,,Perch
organization,MC1,,576618
political_organization,MC1,,82357
person,MC1,Country_271835,Ariel Thornton
vessel,MC1,,driftnets
organization,MC1,,500633954
organization,MC1,,62343
organization,MC1,,688224
person,MC1,Country_271835,George Vance
person,MC1,Country_271835,Jason Fleming
,MC1,,âdimersalâ
location,MC1,,c600d751-cc48-4e8e-800e-63ec87a4239f
person,MC1,Country_271835,Cynthia Huff
person,MC1,Country_271835,Angela Lee
location,MC1,,78ec7fd4-82e0-4725-815d-50be0ccee955
vessel,MC1,,CraftâLaw
vessel,MC1,,Ocean Patrol
vessel,MC1,,ARA Bouchard
person,MC1,Puerto del Mar,Richard Douglas
person,MC1,Country_271835,Patricia Reyes
person,MC1,Country_271835,Kristin Dawson
,MC1,,âAwachaâ
person,MC1,Country_271835,Brandon Hughes
,MC1,,âSaikoâ
person,MC1,Country_271835,Bethany Lopez
vessel,MC1,,electric
vessel,MC1,,wheeler
organization,MC1,,570683
organization,MC1,,4532329
organization,MC1,,98631
organization,MC1,,2658
organization,MC1,,5698
organization,MC1,,3342
organization,MC1,,354
organization,MC1,,945
event,MC1,,Months
company,MC1,Country_271835,Tamil Nadu Ltd. Liability Co Express
,MC1,,âElquiâ
location,MC1,,738338ba-deef-4364-bedf-707a8cbf9a55
person,MC1,Country_358951,Monica Ramirez
organization,MC1,,280094
organization,MC1,,40676
person,MC1,Country_146155,Tracie Price
company,MC1,Country_146155,David Limited Liability Company
organization,MC1,,1998
organization,MC1,,669
person,MC1,Country_271835,Elizabeth Anderson
organization,MC1,,903574229
person,MC1,Country_271835,Kenneth Cain
person,MC1,Country_271835,Carla Perkins
person,MC1,Country_271835,Lindsey Conway
organization,MC1,,95064
person,MC1,Country_271835,Ryan Perez
location,MC1,,dd3f2822-2964-4d18-92c2-7a6db4b4a9e5
organization,MC1,,6567453
organization,MC1,,47261702
organization,MC1,,730397695
organization,MC1,,4086
vessel,MC1,,Wartsila
location,MC1,,373a8a11-c7a0-4e9b-8397-9d824974259a
location,MC1,,a0ea93dc-6767-4682-b424-21b5a24ea24b
vessel,MC1,,bulker
company,MC1,Country_271835,Kariba Dam  Corporation Nautical
company,MC1,Country_271835,Benton Ltd. Liability Co
movement,MC1,,ninety
event,MC1,,90
organization,MC1,,822596165
organization,MC1,,5421
company,MC1,Country_271835,Pez Dorado BV Logistics
location,MC1,,019d89a8-36be-4402-bf3c-d13cb982cf3f
location,MC1,,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad
person,MC1,Country_271835,Traci Shields
person,MC1,Country_271835,Daniel Henderson
person,MC1,Country_271835,Joseph Smith
person,MC1,Country_271835,Dr. Gregory Rice
person,MC1,Country_271835,Breanna Welch DDS
person,MC1,Country_271835,Jared Martinez
person,MC1,Country_271835,Darin Torres
person,MC1,Country_271835,Tracy Rogers
person,MC1,Country_271835,Kevin Morris
company,MC1,Country_342065,The Salty Pearl River S.p.A. Export
location,MC1,,3051e013-9e40-44cc-98e5-740e3238daaa
organization,MC1,,9237588
location,MC1,,cdc89aad-5d8c-48bf-b155-81d2a932782b
person,MC1,Country_271835,William Murray
location,MC1,,af9758b0-e4f9-4e08-8dd9-09abc903e4b5
organization,MC1,,4183208
company,MC1,Country_271835,Punjab Market Marine sanctuary ship
person,MC1,Country_271835,Robert Edwards
organization,MC1,,322202416
location,MC1,,5025f249-0b3c-4741-a7aa-090d93395acf
organization,MC1,,969368807
organization,MC1,,80276549
organization,MC1,,89
organization,MC1,,35282
organization,MC1,,813
organization,MC1,,62
organization,MC1,,44326992
location,MC1,,1416a29d-3719-45d6-95a8-782c4e281908
event,MC1,,Hunt
location,MC1,,0efa50f3-533d-4775-94fa-54cd1c480587
location,MC1,,fd6c1e03-d6f4-421e-a493-cdc56ae000b5
organization,MC1,,869422192
organization,MC1,,542341
organization,MC1,,93252
organization,MC1,,4627
organization,MC1,,1719
person,MC1,Country_271835,Jennifer Parsons
organization,MC1,,8876768
organization,MC1,,444
person,MC1,Country_271835,Denise Vance
person,MC1,Oceanterra,Zachary Perez
person,MC1,Country_271835,Craig Santiago
organization,MC1,,6460
organization,MC1,,64778548
organization,MC1,,493641959
organization,MC1,,8980454
person,MC1,Country_271835,Jessica Costa
person,MC1,Marebak,Erica Hamilton
person,MC1,Country_144251,Sandra Martinez
person,MC1,Country_271835,Austin Welch
organization,MC1,,6659
organization,MC1,,464454263
,MC1,,Shipping Corp
organization,MC1,,534
organization,MC1,,4942
organization,MC1,,884332
organization,MC1,,982519647
organization,MC1,,1354
organization,MC1,,923825740
organization,MC1,,5865
company,MC1,Country_271835,Malawi Rift  Holdings Navigation
company,MC1,Country_271835,Baha de Coral OJSC Marine
,MC1,,Navigation Corp
,MC1,,Triton Navigation Corp
,MC1,,Pontus Navigation Corp
person,MC1,Helixia,John Jensen
person,MC1,Country_271835,Michael Frederick
organization,MC1,,401289940
organization,MC1,,54726
organization,MC1,,52193
person,MC1,Country_144251,Laura Joseph
organization,MC1,,697844686
organization,MC1,,1555
organization,MC1,,3669166
organization,MC1,,483398
location,MC1,,111274e2-c155-4640-9a8e-f506f3fbca06
political_organization,MC1,,7657424
organization,MC1,,2234557
organization,MC1,,7125
person,MC1,Oceanus,Jorge Davidson
person,MC1,Kethanor,Ruben Fowler
person,MC1,Country_271835,John Riley
political_organization,MC1,,256659459
organization,MC1,,2357762
person,MC1,Country_271835,Andrew Graves
person,MC1,Country_271835,Mathew Taylor
location,MC1,,aac2c35c-d06d-45df-a1f8-a0c4001f3897
,MC1,,âHSIâ
,MC1,,âNYPDâ
person,MC1,Country_271835,Daniel Obrien
person,MC1,Country_271835,Jeffrey Hall
,MC1,,âbe
location,MC1,,8bdf21e8-914b-4fe2-9280-0a69b9b0175d
vessel,MC1,,18 wheelers
person,MC1,Country_271835,Michael Vazquez
person,MC1,Country_167470,Sara Fleming
organization,MC1,,1625166
location,MC1,,a325b223-5017-42a8-8eb1-ed7e1a3bbd5b
political_organization,MC1,,49101570
person,MC1,Country_271835,Robert Garcia
location,MC1,,6b19fec0-f5d4-4d31-b461-fef270debb3e
person,MC1,Country_271835,Brett Lopez
organization,MC1,,42978392
location,MC1,,62d39460-2980-4835-91ea-47073f724d3b
location,MC1,,74390fc5-8dc6-4511-a0a8-bc360409b805
person,MC1,Country_271835,Heather Porter
person,MC1,Country_271835,Kevin Liu
person,MC1,Country_271835,Katrina Nguyen
location,MC1,,0fab17df-2c08-46b6-8ce9-b13b3a60ff3d
person,MC1,Country_271835,James Horton
person,MC1,Country_271835,Brian Hansen
company,MC1,Country_271835,Rajasthan GmbH & Co. KG
organization,MC1,,858
person,MC1,Oceanus,Rebecca Caldwell
person,MC1,Country_271835,Alyssa Gonzalez
person,MC1,Country_271835,Michelle Jackson
location,MC1,,27d0dfe7-186c-4016-8f47-40c71e30f48a
organization,MC1,,871
person,MC1,Country_271835,James Scott
person,MC1,Country_271835,Krista Harris
event,MC1,,âeverything
organization,MC1,,76030
person,MC1,Country_271835,William Gray
event,MC1,,containers
organization,MC1,,9098
person,MC1,Country_271835,Michael Reed
political_organization,MC1,,17592
location,MC1,,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7
person,MC1,Country_271835,Katherine Chavez
company,MC1,Country_323509,Nutica del Sol AG
person,MC1,Country_271835,Stephen Marks
location,MC1,,8b8c532f-0ca0-44cc-898c-1d776f2f457a
person,MC1,Country_271835,James Stewart
organization,MC1,,1968776
political_organization,MC1,,288971672
person,MC1,Country_271835,Anthony Larson
organization,MC1,,845
organization,MC1,,382825160
person,MC1,Country_271835,Laura Hughes
person,MC1,Country_271835,Amanda Dean
person,MC1,Country_12955,Debra Hall
person,MC1,Country_271835,Kelsey Tucker
political_organization,MC1,,460859346
organization,MC1,,2793
person,MC1,Country_271835,Martin Bell
person,MC1,Country_271835,Michelle Long
,MC1,,âlaughableâ
organization,MC1,,8325
organization,MC1,,437212
organization,MC1,,299
person,MC1,Country_271835,Jennifer Barber
person,MC1,Country_271835,Ryan Hudson
person,MC1,Country_697428,James Calhoun
person,MC1,Country_789455,Harold Strickland
person,MC1,Country_789455,John Hall
person,MC1,Country_925382,Christine Maxwell
person,MC1,Country_789455,Ashley Lewis
person,MC1,Country_789455,Sandra Bullock
location,MC1,,82f2f404-439a-4b2e-b423-726a7f933abf
organization,MC1,,298930
person,MC1,Country_789455,Mark Garcia
location,MC1,,f59ca3ce-7fea-4a6b-893b-486565a8ab18
,MC1,,âtoppyâ
,MC1,,âstagâ
person,MC1,Country_990614,Samuel Dunn
person,MC1,Country_271835,John Avila
organization,MC1,,2362
person,MC1,Oceanus,William Palmer
location,MC1,,7311cf88-bac1-4ac9-a0d2-c55c02497944
organization,MC1,,9979944
organization,MC1,,4396031
company,MC1,Country_271835,Simien Mountains  Company Delivery
organization,MC1,,519852438
,MC1,,âlegitimateâ
person,MC1,Country_271835,William Kim
person,MC1,Country_271835,Jeffrey Strong
person,MC1,Country_271835,Susan Williams
person,MC1,Country_271835,Margaret Miller
person,MC1,Country_271835,Angela Chang
person,MC1,Country_271835,Daniel Chang
person,MC1,Country_271835,Victoria Gonzalez
person,MC1,Country_271835,Jennifer Johnson
person,MC1,Country_271835,Jeffrey Mills
person,MC1,Country_271835,Jason Brown
person,MC1,Country_271835,Jeff Sullivan
political_organization,MC1,,6828
person,MC1,Country_271835,Mr. Eric Logan
person,MC1,Country_271835,William Phillips
person,MC1,Country_271835,Heather Holmes
person,MC1,Country_271835,Elizabeth Jones
person,MC1,Country_271835,Christian Quinn
event,MC1,,âHis
organization,MC1,,432526990
person,MC1,Country_271835,Kathryn Gomez
person,MC1,Country_271835,Stephanie Wiley
person,MC1,Nalakond,Lisa Ward
person,MC1,Nalakond,William Fernandez
person,MC1,Country_271835,Ryan Lewis
person,MC1,Country_271835,Christina Chavez
person,MC1,Country_271835,Jessica Figueroa DDS
person,MC1,Country_271835,Rebecca Taylor
organization,MC1,,463
organization,MC1,,762
event,MC1,,âbelieve
person,MC1,Country_271835,Dr. Daniel Massey
event,MC1,,âWhatâs
person,MC1,Country_271835,Brooke Hamilton
person,MC1,Country_271835,Mrs. Katherine Clark
person,MC1,Country_271835,Kathleen Benitez
,MC1,,Easterlingsâ
person,MC1,Country_271835,Seth Peters
person,MC1,Country_271835,Kevin Butler
location,MC1,,8851578d-3dd7-4430-8f73-b95305eb1f03
organization,MC1,,82379
person,MC1,Rio Isla,Daniel Pruitt
location,MC1,,bc583d11-794a-4a83-abc8-3daa208e1262
person,MC1,Country_271835,Andrew Torres
political_organization,MC1,,8634589
organization,MC1,,7260903
location,MC1,,a2ac0390-407f-4a94-bc19-6d58d36ea69a
company,MC1,Country_271835,su y CJSC Canal
location,MC1,,9b5a90cf-e801-46a8-bd50-879ab3862c67
organization,MC1,,6548672
person,MC1,Country_271835,Cheryl Conway
organization,MC1,,3896
location,MC1,,76b8e150-91b4-494d-8ef6-6af706b397eb
person,MC1,Country_271835,Lauren Smith
person,MC1,Country_271835,Darrell Lopez
person,MC1,Oceanus,James Valencia
organization,MC1,,798
location,MC1,,cc3c9a3e-9226-43e0-9c2e-2cabec77b0fc
person,MC1,Country_247330,Barry Harris
person,MC1,Country_271835,Philip Murphy
person,MC1,Country_271835,April Perry
organization,MC1,,245484
organization,MC1,,61679
organization,MC1,,1983793
location,MC1,,73db3de8-b968-40da-875c-7e57c678aa36
organization,MC1,,800578
organization,MC1,,254340176
,MC1,,Attorneysâ
organization,MC1,,4332001
political_organization,MC1,,9345
person,MC1,Country_271835,Eric Rogers
organization,MC1,,402
person,MC1,Polarisdom,Jon White
person,MC1,Country_614826,Emily Kennedy
location,MC1,,b1a0ee2a-0e6d-48c2-b639-032e4648fa5c
person,MC1,Oceanus,Sean Wilson
person,MC1,Country_271835,Kevin Burnett
organization,MC1,,218148
person,MC1,Country_271835,Rebecca Walker
location,MC1,,decfc924-5bdc-4fba-8bbd-bb57d8d478d9
person,MC1,Polarisdom,Amanda Scott
,MC1,,22 Raptor
company,MC1,Polarisdom,Estrella del Mar Inc Merchants
person,MC1,Country_271835,Gerald Washington
person,MC1,Country_271835,Jessica Kelly
organization,MC1,,60017
person,MC1,Country_271835,Annette Barrett
event,MC1,,âknow
location,MC1,,0c0ae060-2543-4d7e-bed0-e7fab24ba6a5
person,MC1,Country_271835,Olivia Garner
person,MC1,Country_271835,Scott Johnson
person,MC1,Country_271835,Melissa Bates
person,MC1,Country_271835,Carlos Rose
location,MC1,,a03df7da-c2cf-476d-a6ea-95c422969df2
person,MC1,Country_271835,Amber Green
person,MC1,Country_271835,Rodney Compton
organization,MC1,,381051499
organization,MC1,,110727
company,MC1,Country_271835,su y Worldwide Shark
organization,MC1,,4205
person,MC1,Country_271835,Mary Clements
political_organization,MC1,,789040
organization,MC1,,16306
person,MC1,Country_271835,Sylvia Johnson
person,MC1,Country_271835,Charles Fitzgerald
location,MC1,,6eda4eb1-cdb8-4d61-8c72-fae33deb91a7
,MC1,,Covid
location,MC1,,5fddadd0-71e7-4bdf-a471-daddd5f376b8
location,MC1,,7ed038cd-64da-492f-a338-5c4636b91a2b
organization,MC1,,80774
location,MC1,,4b0f0611-34ce-4733-81af-391943e272c0
person,MC1,Country_271835,Seth Kelley
,MC1,,âFrontlineâ
political_organization,MC1,,71084
person,MC1,Country_271835,Wanda Collins
person,MC1,Country_271835,Miguel Harrison
,MC1,,ââ¯The
location,MC1,,24e1e725-9a8e-489c-bbdd-0ce140fd6e3b
person,MC1,Country_271835,Zachary Sellers
location,MC1,,357987c8-3ecb-4e38-9f10-857007f2cd3b
organization,MC1,,8350379
person,MC1,Country_940095,Keith Compton
location,MC1,,04943c53-b4ac-4048-8d86-bced4138d7c6
organization,MC1,,59022
organization,MC1,,1039
person,MC1,Country_271835,Tyler Anderson
organization,MC1,,32
political_organization,MC1,,6242224
organization,MC1,,88295922
organization,MC1,,7830
location,MC1,,e42f2b19-60d8-4df2-bb01-d2b42d134a26
person,MC1,Country_271835,Paul Johnson
location,MC1,,6d0e9c69-47a0-497e-b26e-28755c949385
organization,MC1,,54055
person,MC1,Oceanus,Brett Blair
location,MC1,,b840c9bf-2a5b-416c-91d9-1ecdd96425ab
location,MC1,,4eddaaa4-6306-467e-a7f4-27a58559e535
location,MC1,,ea6a6547-c93b-4f17-b037-200fa894289c
location,MC1,,57c81b3c-882b-4824-91a0-7114be0fa5c7
,MC1,,Survivorsâ
,MC1,,Task Force
organization,MC1,,8541598
political_organization,MC1,,828063
organization,MC1,,5362
person,MC1,Country_271835,Dr. Christina Jensen DDS
location,MC1,,d025bbec-393d-4f51-94b3-01b77280ef31
organization,MC1,,5276019
location,MC1,,5e6b70db-a04a-4440-8991-3a92b5c4ac4d
company,MC1,Country_271835,Tshikele Ltd. Liability Co
location,MC1,,df76b4cf-1019-4768-93cd-27122ef3bacc
organization,MC1,,111856
location,MC1,,88b35c10-45ae-4ded-ae4a-6cad038cfd91
organization,MC1,,553828215
organization,MC1,,663
person,MC1,Country_271835,Lindsey Barr
,MC1,,Filkinsâ
location,MC1,,90be60b1-61d8-4115-b133-e4c8e09383eb
organization,MC1,,81211950
organization,MC1,,52134252
organization,MC1,,679399
organization,MC1,,3436524
organization,MC1,,67716449
location,MC1,,e2844e89-d2d8-428d-8284-a0f2d9450a14
organization,MC1,,4406
location,MC1,,ed114149-9468-41b4-adda-343883e79e04
organization,MC1,,7682
location,MC1,,d6dbac2d-ba76-4503-be09-e0444b936bd0
organization,MC1,,43223
organization,MC1,,765078
organization,MC1,,172279392
person,MC1,Country_271835,Diane Hughes
location,MC1,,7f3d323d-54e3-49f8-9c28-7aa5cb4c7248
person,MC1,Country_271835,Jason Hughes
organization,MC1,,858773
person,MC1,Country_271835,Amanda Rogers
organization,MC1,,4852
vessel,MC1,,electric cars
event,MC1,,past years
organization,MC1,,33
location,MC1,,14f1538d-29ed-43f4-ac8f-7a6ce01b9c00
location,MC1,,2e579f6f-eca3-498d-a523-b1da1e85a5cf
location,MC1,,06c85abe-f160-4a9f-bfb2-d58099a6be80
,MC1,,Goliathâ
person,MC1,Arreciviento,Joseph Hawkins
location,MC1,,b8649055-5b40-43e1-ba33-93182cf978d4
person,MC1,Country_945731,Linda Jones
,MC1,,estÃ
,MC1,,maÃ±ana asÃ
person,MC1,Country_271835,Caleb Webster
organization,MC1,,739622
organization,MC1,,7675191
organization,MC1,,4356
event,MC1,,weeks 55
person,MC1,Country_760479,Meghan Johnson
person,MC1,Country_753331,Cody Baird
person,MC1,Puerto del Mar,Mark Norton
person,MC1,Country_54147,Michael Johnson
organization,MC1,,233
company,MC1,Country_492608,Dutch Herring Inc Transportation
organization,MC1,,8453714
movement,MC1,,60-day
organization,MC1,,29167335
political_organization,MC1,,73
location,MC1,,b5856109-c5a0-43a6-8c70-ebfe73cc24f1
location,MC1,,092836e4-7218-4d3d-85da-9df420356be7
location,MC1,,3590dd7e-a6cd-416d-9b42-68f692ad83ee
person,MC1,Riodelsol,Luis Jones
political_organization,MC1,,17232
organization,MC1,,6070651
location,MC1,,c01c6a10-60c9-4f11-9409-aa04c3963826
political_organization,MC1,,156
location,MC1,,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e
person,MC1,Oceanterra,Timothy Benjamin
political_organization,MC1,,51
person,MC1,Oceanterra,Anna Ortiz
location,MC1,,f810c631-9f7d-4219-ade0-b44c4c9abf62
person,MC1,Country_214033,William Rivera
,MC1,,Liibaan General Trading Co
person,MC1,Country_233547,Christopher Garrett
location,MC1,,206e3508-bbef-4473-906a-88e3f17c57ae
location,MC1,,db83c37f-86e4-4694-a81c-ede2a01aef71
political_organization,MC1,,626
person,MC1,Country_271835,Matthew Fletcher
person,MC1,Country_271835,Daniel Mcclain
political_organization,MC1,,962534403
person,MC1,Country_271835,Michele Taylor
person,MC1,Zambalantis,Michael Andrews
person,MC1,Country_271835,Lisa Gomez
political_organization,MC1,,431
person,MC1,Zambalantis,Brenda Andrews
location,MC1,,ee077c79-cc7b-4ac7-8c0b-d48f50538f61
person,MC1,Oceanterra,Mark Hernandez PhD
,MC1,,RPG
person,MC1,Country_271835,Sarah Garcia
person,MC1,Country_271835,Jessica James
location,MC1,,26794528-86a5-4b5e-802f-50c3f226c66b
organization,MC1,,5700
organization,MC1,,93380783
organization,MC1,,3129
person,MC1,Country_271835,Jesse Thompson
location,MC1,,1bf22b98-519c-4131-8bb4-53ecdd193100
organization,MC1,,8503254
location,MC1,,c18d0197-c30e-421f-bae3-2f8fa1e9159a
person,MC1,Country_271835,Evelyn Pacheco
person,MC1,Country_271835,Brianna Gregory
organization,MC1,,914
person,MC1,Country_271835,Brooke Collins
,MC1,,Refugee Benefitsâ
person,MC1,Country_271835,Lori Weeks
organization,MC1,,518323906
person,MC1,Country_271835,Karen Burns
person,MC1,Country_271835,Randall Newman
location,MC1,,f656719b-783e-452b-801f-f60895068b23
person,MC1,Country_271835,Scott Edwards
