type,country,id
person,Country_271835,Michelle Long
,,âlaughableâ
organization,,8325
organization,,437212
organization,,299
person,Country_271835,Jennifer Barber
person,Country_271835,Ryan Hudson
person,Country_697428,James Calhoun
person,Country_789455,Harold Strickland
person,Country_789455,John Hall
person,Country_925382,Christine Maxwell
person,Country_789455,Ashley Lewis
person,Country_789455,Sandra Bullock
location,,82f2f404-439a-4b2e-b423-726a7f933abf
organization,,298930
person,Country_789455,Mark Garcia
location,,f59ca3ce-7fea-4a6b-893b-486565a8ab18
,,âtoppyâ
,,âstagâ
person,Country_990614,Samuel Dunn
person,Country_271835,John Avila
organization,,2362
person,Oceanus,William Palmer
location,,7311cf88-bac1-4ac9-a0d2-c55c02497944
organization,,9979944
organization,,4396031
company,Country_271835,Simien Mountains  Company Delivery
organization,,519852438
,,âlegitimateâ
person,Country_271835,William Kim
person,Country_271835,Jeffrey Strong
person,Country_271835,Susan Williams
person,Country_271835,Margaret Miller
person,Country_271835,Angela Chang
person,Country_271835,Daniel Chang
person,Country_271835,Victoria Gonzalez
person,Country_271835,Jennifer Johnson
person,Country_271835,Jeffrey Mills
person,Country_271835,Jason Brown
person,Country_271835,Jeff Sullivan
political_organization,,6828
person,Country_271835,Mr. Eric Logan
person,Country_271835,William Phillips
person,Country_271835,Heather Holmes
person,Country_271835,Elizabeth Jones
person,Country_271835,Christian Quinn
event,,âHis
organization,,432526990
person,Country_271835,Kathryn Gomez
person,Country_271835,Stephanie Wiley
person,Nalakond,Lisa Ward
person,Nalakond,William Fernandez
person,Country_271835,Ryan Lewis
person,Country_271835,Christina Chavez
person,Country_271835,Jessica Figueroa DDS
person,Country_271835,Rebecca Taylor
organization,,463
organization,,762
event,,âbelieve
person,Country_271835,Dr. Daniel Massey
event,,âWhatâs
person,Country_271835,Brooke Hamilton
person,Country_271835,Mrs. Katherine Clark
person,Country_271835,Kathleen Benitez
,,Easterlingsâ
person,Country_271835,Seth Peters
person,Country_271835,Kevin Butler
location,,8851578d-3dd7-4430-8f73-b95305eb1f03
organization,,82379
person,Rio Isla,Daniel Pruitt
location,,bc583d11-794a-4a83-abc8-3daa208e1262
person,Country_271835,Andrew Torres
political_organization,,8634589
organization,,7260903
location,,a2ac0390-407f-4a94-bc19-6d58d36ea69a
company,Country_271835,su y CJSC Canal
location,,9b5a90cf-e801-46a8-bd50-879ab3862c67
organization,,6548672
person,Country_271835,Cheryl Conway
organization,,3896
location,,76b8e150-91b4-494d-8ef6-6af706b397eb
person,Country_271835,Lauren Smith
person,Country_271835,Darrell Lopez
person,Oceanus,James Valencia
organization,,798
location,,cc3c9a3e-9226-43e0-9c2e-2cabec77b0fc
person,Country_247330,Barry Harris
person,Country_271835,Philip Murphy
person,Country_271835,April Perry
organization,,245484
organization,,61679
organization,,1983793
location,,73db3de8-b968-40da-875c-7e57c678aa36
organization,,800578
organization,,254340176
,,Attorneysâ
organization,,4332001
political_organization,,9345
person,Country_271835,Eric Rogers
organization,,402
person,Polarisdom,Jon White
person,Country_614826,Emily Kennedy
location,,b1a0ee2a-0e6d-48c2-b639-032e4648fa5c
person,Oceanus,Sean Wilson
person,Country_271835,Kevin Burnett
organization,,218148
person,Country_271835,Rebecca Walker
location,,decfc924-5bdc-4fba-8bbd-bb57d8d478d9
person,Polarisdom,Amanda Scott
,,22 Raptor
company,Polarisdom,Estrella del Mar Inc Merchants
person,Country_271835,Gerald Washington
person,Country_271835,Jessica Kelly
organization,,60017
person,Country_271835,Annette Barrett
event,,âknow
location,,0c0ae060-2543-4d7e-bed0-e7fab24ba6a5
person,Country_271835,Olivia Garner
person,Country_271835,Scott Johnson
person,Country_271835,Melissa Bates
person,Country_271835,Carlos Rose
location,,a03df7da-c2cf-476d-a6ea-95c422969df2
person,Country_271835,Amber Green
person,Country_271835,Rodney Compton
organization,,381051499
organization,,110727
company,Country_271835,su y Worldwide Shark
organization,,4205
person,Country_271835,Mary Clements
political_organization,,789040
organization,,16306
person,Country_271835,Sylvia Johnson
person,Country_271835,Charles Fitzgerald
location,,6eda4eb1-cdb8-4d61-8c72-fae33deb91a7
,,Covid
location,,5fddadd0-71e7-4bdf-a471-daddd5f376b8
location,,7ed038cd-64da-492f-a338-5c4636b91a2b
organization,,80774
location,,4b0f0611-34ce-4733-81af-391943e272c0
person,Country_271835,Seth Kelley
,,âFrontlineâ
political_organization,,71084
person,Country_271835,Wanda Collins
person,Country_271835,Miguel Harrison
,,ââ¯The
location,,24e1e725-9a8e-489c-bbdd-0ce140fd6e3b
person,Country_271835,Zachary Sellers
location,,357987c8-3ecb-4e38-9f10-857007f2cd3b
organization,,8350379
person,Country_940095,Keith Compton
location,,04943c53-b4ac-4048-8d86-bced4138d7c6
organization,,59022
organization,,1039
person,Country_271835,Tyler Anderson
organization,,32
political_organization,,6242224
organization,,88295922
organization,,7830
location,,e42f2b19-60d8-4df2-bb01-d2b42d134a26
person,Country_271835,Paul Johnson
location,,6d0e9c69-47a0-497e-b26e-28755c949385
organization,,54055
person,Oceanus,Brett Blair
location,,b840c9bf-2a5b-416c-91d9-1ecdd96425ab
location,,4eddaaa4-6306-467e-a7f4-27a58559e535
location,,ea6a6547-c93b-4f17-b037-200fa894289c
location,,57c81b3c-882b-4824-91a0-7114be0fa5c7
,,Survivorsâ
,,Task Force
organization,,8541598
political_organization,,828063
organization,,5362
person,Country_271835,Dr. Christina Jensen DDS
location,,d025bbec-393d-4f51-94b3-01b77280ef31
organization,,5276019
location,,5e6b70db-a04a-4440-8991-3a92b5c4ac4d
company,Country_271835,Tshikele Ltd. Liability Co
location,,df76b4cf-1019-4768-93cd-27122ef3bacc
organization,,111856
location,,88b35c10-45ae-4ded-ae4a-6cad038cfd91
organization,,553828215
organization,,663
person,Country_271835,Lindsey Barr
,,Filkinsâ
location,,90be60b1-61d8-4115-b133-e4c8e09383eb
organization,,81211950
organization,,52134252
organization,,679399
organization,,3436524
organization,,67716449
location,,e2844e89-d2d8-428d-8284-a0f2d9450a14
organization,,4406
location,,ed114149-9468-41b4-adda-343883e79e04
organization,,7682
location,,d6dbac2d-ba76-4503-be09-e0444b936bd0
organization,,43223
organization,,765078
organization,,172279392
person,Country_271835,Diane Hughes
location,,7f3d323d-54e3-49f8-9c28-7aa5cb4c7248
person,Country_271835,Jason Hughes
organization,,858773
person,Country_271835,Amanda Rogers
organization,,4852
vessel,,electric cars
event,,past years
organization,,33
location,,14f1538d-29ed-43f4-ac8f-7a6ce01b9c00
location,,2e579f6f-eca3-498d-a523-b1da1e85a5cf
location,,06c85abe-f160-4a9f-bfb2-d58099a6be80
,,Goliathâ
person,Arreciviento,Joseph Hawkins
location,,b8649055-5b40-43e1-ba33-93182cf978d4
person,Country_945731,Linda Jones
,,estÃ
,,maÃ±ana asÃ
person,Country_271835,Caleb Webster
organization,,739622
organization,,7675191
organization,,4356
event,,weeks 55
person,Country_760479,Meghan Johnson
person,Country_753331,Cody Baird
person,Puerto del Mar,Mark Norton
person,Country_54147,Michael Johnson
organization,,233
company,Country_492608,Dutch Herring Inc Transportation
organization,,8453714
movement,,60-day
organization,,29167335
political_organization,,73
location,,b5856109-c5a0-43a6-8c70-ebfe73cc24f1
location,,092836e4-7218-4d3d-85da-9df420356be7
location,,3590dd7e-a6cd-416d-9b42-68f692ad83ee
person,Riodelsol,Luis Jones
political_organization,,17232
organization,,6070651
location,,c01c6a10-60c9-4f11-9409-aa04c3963826
political_organization,,156
location,,1eb512b7-c4ce-4b7e-9965-2236bf1afc9e
person,Oceanterra,Timothy Benjamin
political_organization,,51
person,Oceanterra,Anna Ortiz
location,,f810c631-9f7d-4219-ade0-b44c4c9abf62
person,Country_214033,William Rivera
,,Liibaan General Trading Co
person,Country_233547,Christopher Garrett
location,,206e3508-bbef-4473-906a-88e3f17c57ae
location,,db83c37f-86e4-4694-a81c-ede2a01aef71
political_organization,,626
person,Country_271835,Matthew Fletcher
person,Country_271835,Daniel Mcclain
political_organization,,962534403
person,Country_271835,Michele Taylor
person,Zambalantis,Michael Andrews
person,Country_271835,Lisa Gomez
political_organization,,431
person,Zambalantis,Brenda Andrews
location,,ee077c79-cc7b-4ac7-8c0b-d48f50538f61
person,Oceanterra,Mark Hernandez PhD
,,RPG
person,Country_271835,Sarah Garcia
person,Country_271835,Jessica James
location,,26794528-86a5-4b5e-802f-50c3f226c66b
organization,,5700
organization,,93380783
organization,,3129
person,Country_271835,Jesse Thompson
location,,1bf22b98-519c-4131-8bb4-53ecdd193100
organization,,8503254
location,,c18d0197-c30e-421f-bae3-2f8fa1e9159a
person,Country_271835,Evelyn Pacheco
person,Country_271835,Brianna Gregory
organization,,914
person,Country_271835,Brooke Collins
,,Refugee Benefitsâ
person,Country_271835,Lori Weeks
organization,,518323906
person,Country_271835,Karen Burns
person,Country_271835,Randall Newman
location,,f656719b-783e-452b-801f-f60895068b23
person,Country_271835,Scott Edwards
,,âPerlaâ
,,âEmanuelââif
person,Country_271835,Gina Armstrong DDS
,,âRestrainâ
person,Country_271835,Walter Graham
person,Country_907876,Ryan Jones
person,Country_271835,Gabrielle Wade
person,Country_11605,Patrick Cannon
person,Country_907876,Jeanne Mills
,,âExploitationâ
person,Country_271835,Austin Simpson
person,Country_271835,Sarah Hays
person,Country_271835,Richard Fleming
person,Country_271835,Melissa Gomez
person,Country_271835,Daniel Frank
location,,5890393d-3bb2-4f08-a460-4aa025e28de0
location,,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d
,,Feb
organization,,164
,,âdirect
,,âdirectlyâ
event,,âcriminally
person,Country_271835,Terry Mcknight
person,Country_271835,David Nielsen
person,Country_271835,John Obrien
person,Country_271835,Michael Hansen
person,Country_271835,Grace Perez
person,Country_271835,Travis Rivera
person,Country_271835,Larry Morrow
person,Country_271835,Tammy Martin
organization,,773
,,wgbh
political_organization,,436460757
organization,,93865
,,brianbushard
,,siladityaray
political_organization,,82517
person,Country_271835,Robert Shaffer
person,Country_663412,Jim Sims
person,Country_663412,Laura Patterson
,,âPerlaâ
person,Country_271835,Gary Palmer
organization,,7674777
person,Country_271835,Jeremy Woodard
organization,,8302
organization,,45620
company,Country_663412,Jammu & Kashmir ship
political_organization,,6352
person,Country_271835,Paul Wiley
person,Country_271835,Miranda Long
person,Country_271835,Michelle Kelley
person,Country_271835,Marvin Everett
person,Country_271835,Matthew Sutton
political_organization,,912077
person,Country_271835,Brandon Thomas
,,Mexicoââ
person,Country_271835,Joseph Williams
political_organization,,176
person,Country_271835,Scott Anderson
person,Country_226679,Danielle Jensen
person,Country_271835,Brian Brown
,,âenticedâ
organization,,8814
organization,,139
organization,,25851337
organization,,36506
political_organization,,150486480
organization,,90831
organization,,66820
person,Country_271835,Kristen Martin
location,,da71710a-9b0e-41d8-a9f6-a0b93f1ab772
,,Ð°Ñ
,,ÐœÐ° Ð±ÐŸÑÑ
,,Ð£ÐºÑÐ°ÑÐœÐž
person,Country_271835,Janet Floyd
person,Country_271835,Richard Anderson
,,âCompromiseâ
,,âPartnersâ
political_organization,,413760
political_organization,,94047
organization,,49525439
person,Country_271835,Angela Hernandez
person,Country_271835,Randy Logan
person,Country_271835,Elizabeth Martin
,,âtheoriginaldragoncoveâ
person,Country_271835,Aaron Bennett
person,Country_271835,Kathleen Rowe
person,Country_821432,Patrick Torres
person,Country_821432,Scott Jones
location,,5fd0447e-d890-4f62-a411-5fc17c47b969
person,Country_821432,Scott Villa
person,Country_271835,Connor Ray
organization,,23837996
organization,,82207154
person,Country_271835,Brandon Calderon
organization,,740111283
organization,,3657479
organization,,2810009
organization,,129461
company,Country_271835,Congo Rapids  Marine sanctuary GmbH & Co. KG Marine sanctuary
,,âoriginaldragoncoveâ
,,The Defendantsâ
location,,86ac9e66-f9e8-4f2b-ad17-39a52c23288c
organization,,7443
location,,5609469a-5721-4c94-92ed-ce7770055960
organization,,775841
person,Country_246944,Tiffany Stephens
person,Country_271835,Veronica Lowe
,,âNinoâ
organization,,803490608
location,,f4e17264-3b3c-48a6-86ba-d65622dc2f13
person,Country_271835,Brent Young
organization,,9550
person,Country_271835,Sierra Henderson
person,Country_271835,Roger Jordan
person,Country_271835,Matthew Everett
person,Country_271835,Richard Adams
person,Country_271835,Angel Burnett
person,Country_271835,Jose Smith
person,Country_271835,Emily Norton
location,,6ffd3349-37f4-48c5-bc9a-1b80e722e939
political_organization,,2745
location,,a7479eba-319a-434f-be06-3b1c0cc928ae
vessel,,trucking
location,,f383ad5f-7949-495e-8427-556b64decaca
person,Country_271835,Michelle Aguilar
company,Country_271835,Danish Lobster Limited Liability Company Brothers
person,Country_271835,John Hernandez
,,Texasâ
,,Remarkable
organization,,46901627
organization,,46319064
,,PÃ
organization,,82651
location,,2ec12718-97bf-45a6-aff5-2d1b9b11d29a
,,âcommissionâ
person,Country_271835,Samantha Jackson
person,Country_271835,Chelsey Woodard
person,Oceanus,Nichole West
person,Country_271835,Michael Alvarez
person,Country_271835,Brian Marsh
person,Country_746165,Timothy Hampton
organization,,5007554
organization,,72630
organization,,9411155
person,Country_271835,Richard Smith
person,Country_271835,Jennifer Rivera
organization,,2912063
person,Country_271835,Elizabeth Shah
person,Country_271835,Gregory Williams
person,Country_271835,William Daniel
person,Country_271835,Terry Conley
person,Country_271835,Jeremy Jarvis
person,Country_271835,Ashley Johnson
company,Country_271835,Greek Sea Bream and Son's
organization,,558
person,Country_271835,Shane Hahn
,,âundeniableâ
event,,ârequested
person,Country_271835,Jeffrey Reed
organization,,55674
,,âinconsistenciesâ
person,Country_271835,Timothy Austin
organization,,17353795
organization,,540613204
person,Country_271835,Matthew Flores
,,âadjustingâ
person,Country_271835,Tammy Garcia
person,Country_950691,Jamie Robinson
organization,,352
person,Country_271835,James Knight
organization,,662290
movement,,In month
company,Country_271835,Lachlan Enterprises Coral Reef
,,âDesbloqueio pÃ
person,Country_271835,Brian Dennis
person,Country_271835,Frederick Kent
person,Country_271835,Candice Brown
,,âKikoâ
organization,,309535101
person,Country_271835,Nicholas Nguyen
person,Country_271835,Vincent Cummings
person,Country_271835,Tiffany Leonard
,,tio MPFâs Special Action Group Combat Organized Crime
organization,,51354617
organization,,109071721
organization,,869882172
political_organization,,296837
person,Country_271835,Laura Williams
person,Country_271835,Sean George
,,ExportaÃ
event,,ParÃ¡âs
person,Arreciviento,Douglas Gordon
person,Country_271835,James Thomas
person,Country_271835,Kristi Miller
,,âillegalâ
company,Country_271835,Gambia River  GmbH & Co. KG and
organization,,400
organization,,2430986
organization,,996592
organization,,92533
company,Country_982684,Olas del Sur Inc
organization,,5508215
organization,,327572963
organization,,438
,,Hardwoodsâ
person,Country_746165,John Brown
company,Country_271835,SeaSelect Foods Corp Dry dock
person,Country_271835,Michael Flores
person,Country_746165,Thomas Ramsey
,,Meridaââ
,,meridaâ
organization,,8251198
organization,,7914
person,Country_271835,Deborah Bell
person,Country_271835,Jonathan Coleman
person,Country_271835,Luis Rogers
,,âBanderaâ
,,âPadre
organization,,8269
person,Arreciviento,Vanessa Chandler
organization,,64545
organization,,151159036
organization,,3383
,,Menardsâ
person,Country_271835,Jason Garcia
person,Country_670336,Melissa Gonzalez
company,Country_246944,Pregolya Delivery Cruise ship
,,Â£103
,,Â£10
location,,f64e747e-13de-4628-b939-92a8ff4eb03f
person,Country_271835,Rachel Arnold
,,âtigerâ
person,Country_271835,Sharon Williams
person,Country_271835,Donald Thomas
person,Country_271835,Rebecca Anderson
organization,,3328058
person,Country_244549,Julie Callahan
person,Country_271835,Nathan Murray
person,Country_271835,Thomas Johnson
organization,,176729
organization,,958644
person,Country_271835,Jonathan Moody
person,Puerto del Mar,Kaitlyn Walsh
person,Country_271835,Alison Nash
person,Country_271835,Miranda Smith
,,âminingâ
person,Country_271835,Jennifer Wilson MD
organization,,6338
location,,0d6a2f35-fccd-4cbf-865e-3ed08abb6a95
location,,c40a73e5-c1dd-4b85-ac1c-2e6a51546aa7
organization,,3641
organization,,200
person,Country_271835,Nicholas Torres
organization,,75360
location,,7a58f899-3e43-4b94-a64b-d5ab31a6055b
political_organization,,76104890
location,,68ac10aa-80a3-4b3c-99e5-f5708715ab2c
person,Country_271835,Christopher Benitez
event,,âThis
event,,âSo
,,Pitâ
person,Country_271835,John Martin
person,Country_470077,Christopher Fields
person,Country_271835,David Romero
location,,a691bc0a-cfdc-4b2a-a38e-efcd2799ecd1
organization,,28138
,,âsnitch
organization,,3868221
organization,,79521144
person,Country_271835,Eugene Martin
person,Country_271835,Emma Jones
,,âbrokerâ
person,Country_271835,Cassandra Stanley
organization,,198
organization,,9768
person,Country_271835,Tyler Jones
vessel,,motor
organization,,11353
organization,,353257
organization,,31368
person,Country_271835,Colton Olson
person,Country_271835,Tamara Tyler
person,Country_271835,Henry Lambert
person,Country_271835,Elizabeth Armstrong
person,Country_271835,Melissa Brock
organization,,51470600
organization,,719
company,Country_271835,Sudd Swamp  Wave AS Freight 
organization,,74026296
political_organization,,374585759
organization,,59662085
political_organization,,7423
organization,,68273
organization,,649
person,Country_271835,Donna Green
person,Country_271835,Dean Reyes
organization,,96049794
vessel,,truck
location,,d6d0741c-39d9-4b94-8b39-b5d2ad1669b9
political_organization,,291669
person,Country_271835,Thomas Watkins
company,Country_271835,Ancla del Mar Kga
person,Country_271835,Joshua Park
person,Country_271835,Sergio Ross
,,Plattsâ
person,Country_271835,Patricia Hunter
vessel,,Deepwater Horizon
organization,,455617
person,Country_271835,Dale Chandler
person,Country_271835,Marvin Evans
person,Country_271835,Jack Bell
organization,,83241316
organization,,940161722
organization,,148766
organization,,567857349
political_organization,,836
organization,,507470
organization,,98
political_organization,,12358151
organization,,8127
organization,,18668050
organization,,39033859
organization,,62532
organization,,649009867
organization,,43454
person,Country_19028,Carmen Mendez
location,,a51f21a5-b410-4000-ada4-086bd2e65cb6
organization,,359755772
political_organization,,7577
location,,dffd75ca-7510-403d-a6a0-f904b0c7b41d
location,,61208e37-a326-4cf5-a571-f8bdd6f2dbf7
movement,,30 days
location,,9ce492a2-de6e-4231-a018-318fc929908b
location,,ffb63251-ebdc-4346-b3a4-ef1515310806
location,,675d95eb-69b7-4f8a-bd4e-af2cf4def162
political_organization,,54056
,,âDuare Rationâ
person,Country_271835,Robert Rodriguez
person,Country_271835,Leslie Williams
location,,da243ebe-ea98-4510-a6a8-add6679f9d1a
vessel,,Bulk Carrier
location,,b400d237-4d56-4de8-917a-8e7654ccf315
organization,,18404231
location,,2eeca6e0-f5a7-4b9d-8b3e-ada56d140e36
person,Country_271835,Jose Parker
organization,,4711730
location,,cd7cb49f-0021-4fe9-a3a9-cc8b3fce0c57
organization,,959344
company,Country_271835,James Limited Liability Company Logistics
organization,,951187691
person,Country_271835,Andrew Harrison
organization,,18403617
organization,,365
organization,,404
location,,569767ed-015f-4cb9-a316-2db45fbf6cf3
location,,9a3fecdc-0696-4b53-979c-8ac021f24910
location,,899ccad6-2380-4e2c-aa57-d7f487964993
person,Country_271835,Eddie Alexander
person,Country_271835,David Schwartz
organization,,33560
person,Country_271835,David Santiago
event,,Fridayâs
person,Country_271835,Hannah Little
political_organization,,92616021
person,Country_271835,Scott Dougherty
person,Country_271835,Juan Mckinney
location,,0223707c-6754-4419-acb2-510377eadd60
location,,d37a5a00-fca1-4753-890c-6975c311dc3f
person,Country_271835,Michelle Herring
location,,011ad1ae-ae1b-4c74-9f58-c020e6a3e836
person,Country_271835,Bryan King
location,,6083f325-5f17-4d41-9c22-f188f55ea9f3
location,,c2478e4c-2a8c-4d34-a5d5-fd46c66b5e67
person,Country_271835,Daniel Vasquez
person,Country_271835,Kevin Daniel
person,Country_271835,Lucas Williamson
person,Country_271835,Daniel Butler
political_organization,,2330
organization,,386
location,,d09a6a69-eed5-4057-9f96-dcf4c9cf4d88
person,Ivarisia,Lisa Lewis
location,,3882e922-25e9-446d-8e04-97e8875fceb2
location,,ba790a77-b0f3-4c1f-8d42-3d2bddbc1893
political_organization,,878521
person,Country_271835,Robert Chang
person,Country_271835,Manuel Hess
person,Country_271835,Brandon Stone
person,Country_271835,Seth Benjamin
person,Rio Isla,Tom Bauer
person,Country_271835,Leslie Wood
person,Country_271835,Donna Davis
organization,,7810241
organization,,34487
organization,,83951569
organization,,4524860
movement,,three-hour
political_organization,,59409
person,Country_271835,Amanda Jenkins
vessel,,23
vessel,,Motor Vessel
organization,,24996
organization,,90411963
location,,114d2882-b620-4098-bb56-d865bbb85339
person,Country_271835,Christopher Moore
person,Country_271835,Sarah Williams
vessel,,Kenworth 18-wheeler
,,âsatisfactoryâ
organization,,25777
organization,,825
organization,,63548588
organization,,69007292
company,Country_271835,David Seabed Inc Consulting
organization,,28890617
organization,,492220197
location,,662bfccd-798d-4e60-b308-2cb2918e3dd2
organization,,14636
person,Marebak,Maria Jackson
person,Country_271835,Deborah Carson
location,,d0842009-cbf1-4df2-adfa-121a82160a05
political_organization,,3105981
location,,449856a6-3b60-46ca-b825-f9499558fa3a
location,,16778128-07fa-46dd-b229-b0c2e2233602
person,Country_271835,Elizabeth Mccarty
person,Country_271835,Gregory Bowers
person,Country_271835,Nicole Marshall
organization,,207618139
person,Country_271835,Gina Knox
organization,,3874
person,Country_271835,Tonya Frazier
political_organization,,80
person,Country_271835,Charles Duke
person,Country_271835,Dennis Payne
person,Country_271835,Ashley Boyer
person,Country_271835,Darin Taylor
person,Country_271835,Larry Cisneros
person,Country_271835,Teresa Hansen
person,Country_271835,Ethan Walsh
person,Country_271835,Michael Evans
person,Country_271835,Alexandra Jackson
person,Country_271835,Lauren Sanchez
person,Country_271835,Crystal Hunter
person,Country_271835,Christopher Berry
person,Country_271835,James Patterson
person,Country_271835,Jon Johnson
person,Country_271835,Andrea White
person,Country_271835,Emily Smith
person,Country_271835,Megan Gonzales
person,Country_271835,Kenneth Warren
person,Country_271835,Edward Winters
person,Country_271835,Emily Stevens
person,Country_271835,Gabrielle Wright
person,Country_271835,Erika Carter
person,Country_271835,James Johnson
person,Country_271835,Brandi Johnson
event,,Storm
organization,,91810266
vessel,,HMS
person,Country_271835,John Campbell
person,Country_271835,Diane Forbes
person,Country_271835,Dawn Robinson
organization,,19285
person,Country_271835,Kimberly Williams
person,Country_271835,John Murray
person,Country_271835,Nathaniel Shah
person,Country_271835,Stephen Peterson
person,Country_271835,Eric Roman
company,Country_271835,Playa del Cielo  Marine
organization,,99
location,,1f8c20da-5f20-4116-907a-a653089bb8a0
organization,,8832615
organization,,5199
,,âoverwhelmedâ
location,,14525ad3-213a-406d-8e3e-64213f0be171
person,Country_271835,Rachel Campbell
person,Country_271835,Gregory Marsh
person,Country_271835,Sarah Allen
person,Country_271835,Brittney Rice
person,Country_271835,Ashley Long
person,Country_271835,Jessica Hernandez
organization,,419
location,,577a9358-a718-4d90-a90e-88f88c58160d
location,,17de5508-cf65-4e04-9bdd-acba951afe7a
location,,ca87f68d-1df8-4746-a8af-8d810f49e783
organization,,33210
location,,88d63621-4f58-4c7e-a02d-589cefb3a6be
person,Country_271835,Diane Young
person,Country_271835,Traci Elliott
company,Oceanus,hi xng BV Carriers
person,Country_271835,Lucas Adams
person,Country_271835,Rebecca Jordan
person,Oceanus,Scott Day
person,Country_271835,Colin Hunter
location,,b9faf7c4-f237-4112-91bd-71fa0cf8571a
organization,,135338
event,,âStuff
person,Country_271835,William Lopez
person,Country_271835,Warren Schwartz
organization,,72092
location,,b605391a-2c84-4d59-98f0-d12fd185ec64
person,Country_271835,Amy Mcclure
person,Country_271835,Jessica Mullins
person,Country_271835,Randall Martinez
vessel,,Vessels
organization,,511915273
organization,,435
location,,b03a6fc7-507a-4328-9814-57561acb4fc6
organization,,71608
person,Country_271835,Martin Jones
location,,d4b66d04-ad3c-425a-a123-00e589b86a52
organization,,95850
person,Country_532332,Danny Walker
person,Country_532332,Paul Hoover
political_organization,,45310570
person,Country_271835,Aaron Cruz
political_organization,,598
location,,928896ee-0c39-4b2c-aee6-910dc225513e
organization,,442
location,,18139144-efbe-4540-8e65-fde29def1993
organization,,826749274
person,Country_271835,Michael Wright
organization,,753
person,Country_271835,Chad Ruiz
organization,,687878
organization,,368951
location,,c0ce6d15-622b-42a3-b892-f5efe5b4d00c
location,,a086a63d-19c7-4241-845a-f82c628d09a2
person,Country_271835,Brett Lee
person,Country_271835,Noah Mitchell
location,,037acfda-0d33-4ce8-8907-fe7da3e27dff
person,Country_271835,Ronnie Gates
,,âexemplaryâ
location,,b120bc86-764c-4e2b-9f36-1587f91a20e3
location,,4843b052-8f18-4298-9464-d780feb5ddad
vessel,,scooter
location,,7cc6a1fe-59b5-491c-8985-bf6d77836092
political_organization,,8084530
location,,ce8495cf-fe04-40b3-aaa2-d0bc29131f92
organization,,6071877
location,,93ac5fec-5f52-4431-a3ff-91430a8062f6
organization,,422
organization,,753589537
company,Country_984172,Spanish Co & Son's
person,Country_271835,Matthew Anderson
location,,332bb88e-0a63-41e3-8a27-87795fd552e9
event,,course years
location,,2ade0908-d1c9-45de-9dbb-3dfec75d9317
company,Country_271835,Portuguese Sardines GmbH & Co. KG Line
company,Country_271835,Lake Nyasa Ltd. Corporation
person,Country_271835,Joshua Huang
organization,,3740
organization,,440
organization,,601882545
organization,,88651
person,Country_271835,William Taylor
location,,4294544a-9643-4cfd-97a0-ac656cb17e60
person,Country_271835,Hannah Ray
location,,c495290e-2de7-487d-a139-f273c4974539
organization,,353361057
,,Amstel Inc
,,âHelpâ
organization,,35829746
person,Country_271835,Charlotte Lopez
person,Country_271835,Mark Scott
organization,,86034444
person,Country_271835,Nicholas King
person,Country_271835,James Andrews
person,Country_271835,Joshua Wright
person,Country_271835,Mary Harrington
,,âsleepy
political_organization,,67745773
organization,,214883455
person,Country_271835,Brett Moss
location,,e69d4cb2-8bec-4496-8518-7426c6b9da65
company,Country_271835,Kagera River  GmbH & Co. KG Delivery
,,16
person,Country_271835,Holly Donaldson
location,,c8026923-944a-4155-b2ec-e160135e0c47
location,,58cf758d-a6f2-48ba-ac0c-89581ae6b4a5
organization,,313441257
organization,,222079892
organization,,2919
person,Country_271835,Dana Montes
organization,,1518
organization,,9820523
person,Country_271835,Bryce Chavez
location,,90c3cb48-8060-4a55-804c-710044d19487
person,Country_271835,Brittany Rivers
location,,2ed68d75-994e-43dd-b326-a2adfa540562
person,Country_271835,Michelle Evans
location,,05d471b4-0e8c-4879-80b2-ef600220e09d
person,Country_271835,James Garcia
person,Country_271835,Kendra Owens
organization,,15
organization,,805275
location,,fcef975b-e382-4c81-8160-41bf9e5bf937
,,âPublic Loaders
organization,,715490
organization,,14952
,,âEQUIPMENTâ
organization,,353642
person,Country_193919,Ronald Gray
person,Country_928409,Debbie Ayala
person,Country_271835,Terri Rodriguez
organization,,6457
organization,,6513816
organization,,43797101
organization,,535955126
organization,,8211361
company,Country_271835,Scania Seafaring SRL Express
company,Country_271835,Estrella del Sol LLC
political_organization,,73470062
person,Country_271835,Kenneth Fox
organization,,777
,,âshabuâ
person,Country_271835,Rebecca Coleman
organization,,868626239
organization,,573756802
person,Country_271835,Margaret Hodges
organization,,7680453
location,,64c45541-e00b-423c-bc7d-238aa3a4d3ad
movement,,thirty days
location,,c2d2e029-6f38-4148-9079-15615103cea6
organization,,186
person,Country_271835,Kristin Johnston
,,âcrisisâ
organization,,812137
location,,961bafd7-8d2b-405a-9c79-0f5345498cab
organization,,5334
political_organization,,35679
person,Country_271835,Jason Neal
person,Country_271835,Diana Dawson
person,Marebak,Courtney Johnson
organization,,613556
organization,,353
,,Aicrowe Biotech Co
location,,0f952ad7-6ecb-472e-8a30-895501a0e8c8
organization,,9507963
organization,,979294
organization,,25222883
,,Gaosheng Biotechnology Co
location,,d2948905-9121-400b-905f-e449bf8ca35e
vessel,,AirPods
organization,,5246016
organization,,64863263
company,Country_271835,Danish Lobster Ltd. Liability Co
,,076
,,vansâ
organization,,36868
organization,,3127062
organization,,3369
